name,user rating,user review,is_valid,negative,neutral,positive,compound
A Nightmare on Elm Street,4.5,"“what the hell are dreams anyway?”
i really don’t care how corny this actually is, the concept alone terrifies me. so much so that i’ve actively feared watching it for years. it wasn’t all that scary to actually watch now, but instead thankfully rode the perfect line between spooky and campy. i unapologetically loved this, and the startling dream concepts within the movie are so original and horrific and sometimes hilarious that i was completely drawn in from start to finish. and a highlight of the screening: the whole audience broke into hysterical laughter when nancy pulled the coffee maker out from under her bed",True,0.141,0.589,0.269,0.9662
Halloween,4.0,"“i’ll kill you if this is a joke”
so much fun and genuinely had my heart racing, i’m so glad i got to see this in a theater full of people laughing and clapping",True,0.097,0.597,0.306,0.8791
The Killing of a Sacred Deer,4.5,"“let's wait a little longer until we're all dead and then see what you can do about it. there's really nothing to worry about”
i was initially underwhelmed, but this gets better every time i watch it and the more i think about it, the more i love it. calmly venomous, with more kubrick vibes than most directors can ever hope to achieve. a sinister good time",True,0.089,0.659,0.252,0.9388
First Man,3.5,"“it’ll be an adventure”
in all honesty? i was way too tired to experience this fully. and a little too predictable for me at times, but i figured it would be. the style isn’t what i thought it would be though: a little gravity, a little arrival, even a hint of the tree of life. and the score is SO fresh. give me time, i’m definitely planning to rewatch it when i can",True,0.024,0.842,0.134,0.8768
The Lobster,5.0,"“we’ll find a way”
tonally one of the most fitting films of this decade. the first half is so bleak but certain moments make me laugh every time, and by the time our protagonist is in the woods, it blossoms into a full blown love story while still keeping its dry absurdity. what was working already as a completely new kind of film experience becomes more profound: you always want what you can’t have. this time i even surprised myself by crying. multiple times",True,0.042,0.782,0.176,0.9245
A Star Is Born,3.5,"“is that me?” 
“that’s you”
more than anything, this film signifies the start of awards season for me. the massive hype around it, outcries that claim it’s a masterpiece. a part of me wishes i had a similar emotional reaction to it, but i didn’t feel too much of anything for the duration. the first half does give off an exciting aura (the concert scenes are captivating), but while we follow the passage of time in the film, i lost even more interest, and mostly in the characters, who felt slightly hollow. i found it hard to grow attached to them, even though the performances were maybe the strongest aspect of the film
the final act, however, loses me entirely. it’s the kind of ending you either love, or hate, or probably both. i felt nothing at all, except maybe a little contempt for it happening at all, a feeling aimed at the writing instead of the characters and their actions. it’s such an ill placed oscar bait ending to me that when my friends asked what i thought of the movie during the end credits, i wordlessly cast out an imaginary fishing pole
yet despite all my issues, lady gaga gives such a naturalistic performance, and the music isn’t bad at all. it has some truly thrilling moments and i had a good time, for a while at least. this might have left a bad taste in my mouth, but i don’t think it’s that bad of a film. and i’m glad people are feeling connected to it. sometimes that’s enough",True,0.109,0.73,0.161,0.9329
Evil Dead,4.0,"“feast on this, motherfucker”
some of the best gore i’ve ever seen. i can’t possibly hate a movie where it rains blood",True,0.133,0.717,0.151,0.128
"I, Tonya",4.5,"tonya harding on trial: HEY everyone, karma got its KISS for me,",True,0.0,0.757,0.243,0.5473
Assassination Nation,2.5,"i kind of... hated this, but i can’t say i didn’t have a little fun with it. hari nef is such a goddess and a natural talent",True,0.069,0.583,0.349,0.89
Harry Potter and the Deathly Hallows: Part 1,4.5,"(part of the harry potter weekly double feature)
i can’t really explain why, but i’ve always loved this one. maybe because it’s so loyal to the book for me and i simply love the big emo camping adventure. harry and ron really woulda died without hermione and her tiny ass bag huh",True,0.133,0.608,0.259,0.889
A Simple Favor,3.5,"not the best mystery i’ve seen today, but the biggest thing i took away from this is something i already knew going in: that blake lively is super hot",True,0.058,0.695,0.246,0.8408
Searching,4.5,"one of the best wide releases of the whole year, this was so engrossing",True,0.0,0.756,0.244,0.6369
Tomb Raider,3.5,alicia vikander’s arm and back muscles... i’m free on thursdays but i will honestly clear my entire schedule at this point just please call me,True,0.0,0.627,0.373,0.91
Harry Potter and the Half-Blood Prince,3.5,"(part of the harry potter weekly double feature)
could very well be my least favorite film in the series, but it’s also probably my least favorite book in the series too, if only because i find the gap between the monumental order of the phoenix and adventurous deathly hallows to be... trivial, but still enjoyable. this one is all over the place, but revisiting it now was fun because of how much i still LOVE ron and hermione.... and harry and ginny. HOWEVER! stars deducted because i’m still incredibly angry that the lighting and coloring on this one particular film in the series REALLY looks like Shitty Wet Cement™️",True,0.121,0.703,0.176,0.8663
Harry Potter and the Order of the Phoenix,4.5,"(part of the harry potter weekly double feature)
SUCH a good one. this really sets up the tone for the second half of the film franchise, most notably for me in the soundtrack, which is one of the strongest in the series. the book is so massive and in depth that the amount of stuff cut from this should drive me up the wall, but it’s so enjoyable that i can’t help but be won over every time. and the big group scenes in this are still so much fun. dumbledore's army: still recruiting, bitch",True,0.058,0.749,0.193,0.9496
Mandy,3.0,"“you exude a cosmic darkness. can you see that?”
maybe worthwhile for the grisly gore, but takes quite a while to get there. and the more existential layers this tries to peel back, the less i care about it. i’d rather rewatch mom and dad (2018)",True,0.03,0.859,0.111,0.6227
Drop Dead Gorgeous,5.0,"“in fact, i love em so much, i work here now!”
if i had a nickel for every time this movie makes me burst out into hysterical laughter i would be able to BUY amy adams that oscar by now",True,0.024,0.808,0.168,0.8221
Harry Potter and the Goblet of Fire,4.0,"(part of the harry potter weekly double feature)
i have such a complicated relationship with this movie. fun fact: 11 year old lucy left the theater after the midnight screening and started crying out of sheer disappointment! that’s how much i love the book, and they left so much of the book out of the movie that it blindsided me at the time. but to be fair, the book is massive compared to the first three, and this does it’s best to bring the first dark cloud of the series finally ominously wafting in during the final act. the script isn’t my favorite at all though, a lot of the humor missing something and a lot of the most important moments lacking depth. however, over the years we’ve been working on our relationship and i’m finally in a good place to enjoy it for what it is. except harry’s hair. who’s fucking idea was that",True,0.039,0.789,0.172,0.9782
Harry Potter and the Prisoner of Azkaban,5.0,"(part of the harry potter weekly double feature)

the first film in the series to pop up when you search “harry potter” on letterboxd, and for good reason. when i first saw this in the theater as a kid i was unsure of all the changes it made from the first two movies, but it’s only grown on me over the years. alfonso cuarón brings more to the table here than any other director in the series, the close-ups, bold contrasts and heavy use of pouring rain start to warn us that things are changing for harry, so we better prepare ourselves
and already one of the most enjoyable books in the series, this has a perfect script to go with it. the lightness and darkness is balanced by some of the most natural performances and insightful little moments, whether it’s harry crying alone in the snow, or the contagious laughter of a bunch of 13 year old hogwarts kids. and buckbeak’s flight remains one of the best pieces of score in the whole series. goosebumps every time",True,0.072,0.773,0.154,0.9698
Harry Potter and the Philosopher’s Stone,5.0,"(part of the harry potter weekly double feature)
this really got me. not a lot of people know this about me anymore, but harry potter was probably the biggest pop culture influence on my childhood. 12 whole years of it. it’s a common occurrence for someone around my age, but it was such a special, sacred thing to me. after the last movie, i left the theater and knew i had to let it go. i had just turned 17, and had let the series consume my childhood since i was 5. it was a natural parting, there was nothing left of it for me to hold onto it so tightly. no more new books, no more new movies. i sobbed in a movie theater at 3am, and then said goodbye for a while. but recently i’ve been wanting to rewatch. i don’t think i’ve seen any of the movies since 2011. and then the theater i work at decided to show two of the movies each sunday for a month long
this was one of the most enjoyable experiences i’ve ever had at the theater, and i’d seen all 8 movies in theaters the first time around. i cried a lot too: harry and hagrid entering diagon alley, the hogwarts express winding it’s way through the hills. harry longingly gazing at his parents in the mirror of erised. this particular movie i used to watch every day. it was the first dvd i’ve ever owned, and i would play it on repeat on my family’s old windows 98 computer. it’s so burned into my brain that i still know every word
i’m just so happy i got to see this in theaters again, after some years of healthy distance from the biggest obsession i’ve ever had. now i can love it as an adult too, in a different way. and seeing it with my dad made it even better, because we’ve bonded over this series together every step of the way, since the night i asked him to read me the first book. maybe it’s cheesy to say now, but there will always be a place in my heart for harry potter",True,0.041,0.856,0.103,0.9819
Bring It On,5.0,i’m sexy 😘 i’m cute 😌 i’m popular to boot 👢 i’m bitchin’ 😝 great hair 💁‍♀️ the boys all love to stare 👁 i’m wanted ❤️ i’m hot 🔥 i’m everything you’re not ✋ i’m pretty 👄 i’m cool ❄️ i dominate the school 📚 who am i? 👀  just guess 🤔 guys wanna touch my chest 😋 i’m rockin’ 🎸 i smile 😁 and many think i’m vile 🤬 i’m flyin’ ✈️ i jump 🙆‍♀️ you can look but don’t you hump WOO 🙅‍♀️ i’m major 🏅 i roar 🦁 i swear i’m not a whore 💀 we cheer and we lead 🤩 we act like we’re on speed 🤪 hate us cause we’re beautiful 💋 well WE DON’T LIKE YOU EITHER 😈 WE’RE CHEERLEADERS 🔪 WE 🗣 ARE CHEERLEADERS,True,0.059,0.63,0.31,0.9955
The Bling Ring,5.0,"“yeah look at their chill ass chanel purses, dude”
anyways, are we all done pretending that this isn’t secretly sofia’s best film to date?",True,0.116,0.698,0.186,0.2732
Eighth Grade,4.5,"“stay cool, and i can’t wait to be you”
i’ve said it for years: loneliness is underrated. showing it on screen is really tricky territory, it’s either too dull or too dark. and in almost every coming of age film, the protagonist has a best friend, or even a big group of them, close knit and finishing each other’s sentences. but what about all the kids who didn’t have that? the ones that try for years just to make a connection, who can’t help but obsess about it. why don’t people like me? am i not trying hard enough? what could i say? what could i do? a lot of the time it isn’t anyone’s fault at all. it’s just how things are right now
this is such an eye opening experience in such a specific way. simplistically and stylistically interesting and yet leaves a lot of room to explore deeper if seen by the right person: the future and how we long for it, long to be different and better forms of ourselves. it’s a natural human feeling that we carry with us always. caught in between the past and the present, and trying to be someone that will take years to become
and visually this KILLS me, the camerawork is so effortlessly cool. so much of it is so satisfyingly pieced together. bo makes it look easy. kayla’s journey is awkward, but the film’s style is anything but. there is still one scene that really bothers me (you know the scene), and i can’t personally enjoy or fully understand it’s inclusion in the film, but i decided against writing up a few paragraphs arguing it: it feels unnecessary to me, but they tried to handle the subject carefully so i’m gonna try to let it go. for now
the real reason i love this film is that it’s a voice for the unheard. there were a lot of days in middle school that i barely spoke to anyone, and no one spoke to me either: that’s just the way it was for me then. and this reminded me that i got through it. and thank god for that",True,0.071,0.791,0.139,0.9806
Lick the Star,,this inspired phantom thread,True,0.0,0.484,0.516,0.4939
School of Rock,5.0,the only movie worthy of 5 stars?,True,0.0,0.674,0.326,0.4404
Mission: Impossible – Fallout,,i saw this at the drive-in but wasn’t paying attention at all so like... sorry scientology,True,0.092,0.692,0.216,0.5415
Gone Girl,5.0,"“you know me in your marrow”
still one of the most thrilling cinematic experiences in recent memory, the hype surrounding this when it came out truly echoed the movie itself and reverberated through everyone that saw it. i left that theater a different person. it’s hard to find something as sharply attuned to the airy and mysterious quality this gives off in it’s first half, amping up and building to a perfect mid-movie payoff. this is already going down in the books as a cult classic. there’s nothing else quite like gone girl",True,0.037,0.865,0.098,0.8056
The Girl with the Dragon Tattoo,5.0,"“but i misjudged just how sick you are”
i still remember the first time i saw this in theaters, leaning forward from the opening credits, literally on the edge of my seat. it’s the grittiest fincher has ever gotten in a certain sense: instead of just focusing on murder, it dives deeper into the wounds left when people are truly cruel to others. it’s graphic and painful to watch. and it has a coldness, the frigid scenery sets the tone from the very beginning. but the two different storylines and how they eventually intersect and combine create such a unique atmosphere, it’s undeniable to me, watching the mystery unfold, and the conclusion wrap itself up after so much has happened. i never get sick of this, even with it’s lengthy runtime, and i don’t think i ever will",True,0.062,0.861,0.076,0.2739
The Social Network,5.0,"“did i adequately answer your condescending question?”
every frame of this thing is so incredibly impressive and immersive. it’s put together like a finished puzzle, and that overwhelming feeling of satisfaction and completion is present in every aspect of it. everyone involved is at the top of their game, all colliding and collaborating to make something bordering on perfection. it almost pisses me off how good this is. i really consider it to be one of the best movies ever made",True,0.037,0.725,0.239,0.9626
The Curious Case of Benjamin Button,3.0,"“we finally caught up with each other”
the emotional aspect is still the core of what makes this interesting, and the first viewing really packed a punch in that sense. now, it just feels like a long-winded fairy tale, but i think that was the whole point. definitely feels like fincher’s most mainstream and mild, but the ending will always make me cry",True,0.057,0.78,0.163,0.6968
Panic Room,4.5,"“nice house you guys got”
as mainstream a thriller as you would find in 2002, but just as stylish as anything fincher had made up until then. i personally think this is overlooked for how effectively it works within the walls of a single location, and the “cutting edge” and slightly goofy cgi just make it more fun. oh, and casting jodie and kristen as mother and daughter makes this an lgbt film, i don’t make the rules",True,0.014,0.87,0.117,0.8686
Fight Club,4.5,"“it doesn't have your name. who are you?”
somehow one of the most grossly overrated cult films for almost two decades now, and it’s still endlessly enjoyable to me anyways. but in special cases, maybe we shouldn’t lump potentially entertaining media with the insufferable fan base that’s attached to it like a parasite, and instead try to enjoy it for what it is, if possible. there’s nothing else about the movie itself i can say here that some guy (even more obnoxious than me) hasn’t said already at some point in time, so why even bother",True,0.082,0.748,0.171,0.8839
The Game,4.0,"“whereas once i was blind, now i can see”
the first viewing is about as powerful as it ever gets, but this has still held up as a decently thrilling mystery, even when it isn’t a mystery anymore. maybe the biggest flaw here is how dull the protagonist is, even when he’s running for his life or yelling at the top of his lungs. definitely not fincher’s best, but nowhere near his worst either",True,0.108,0.716,0.176,0.7422
Sorry to Bother You,4.0,capitalism really be like that huh!!!,True,0.0,0.578,0.422,0.5653
Hotel Transylvania 3: Summer Vacation,2.0,"EXT. THE AFTERLIFE - DAY
mary shelley: so, have you seen the third one yet?
bram stoker: mary, you know damn well i gave up half way through the first film after i realized it featured the voice 'talents' of adam sandler. never again",True,0.055,0.84,0.105,0.34
Mamma Mia!,2.5,amanda seyfriend i’m free on thursdays,True,0.0,0.602,0.398,0.5106
Ant-Man,3.5,"me, to the next ant i see in my kitchen: tell paul rudd i'm a big fan",True,0.0,0.874,0.126,0.3182
American Animals,4.0,"what was working so well as a comedy became dark and realistic FAST, but for the most part i think the genre shift is effective. my rating for this is probably gonna go up or down with some reflection, only time will tell
also, the best line in the movie, in reference to reservoir dogs: “it’s probably my least favorite tarantino film”",True,0.044,0.772,0.184,0.8847
Before Sunset,4.5,"'how am i doing?'
'still here'
'good. i like being here'
...OH?",True,0.0,0.635,0.365,0.6966
Before Sunrise,4.0,"'i guess this is it, no?'
'yeah... um, i really..... i mean, you know...'
'yeah, i know. me too'
...oh?",True,0.0,0.791,0.209,0.5803
Hannah Gadsby: Nanette,,tore apart and reinvented the art of stand-up comedy in 60 minutes? maybe so,True,0.0,0.839,0.161,0.3612
The Tale,4.5,"“i find that i trust him so much, i never realize where he's leading me”
horrific, but demands to be seen. the only comfort here is that it’s skillfully told by a woman from her own experience and on her own terms. and in her own words. and now more than ever, it’s the time to listen",True,0.043,0.87,0.087,0.4019
Ocean’s Eight,4.0,"“oh, honey, is this a proposal?”
“baby, i don’t have a diamond yet”
this a lesbian movie",True,0.0,0.87,0.13,0.34
Flower,4.5,"definitely not for everyone, and had a lot of elements that shouldn’t work, but on some singular level everything mostly comes together and it works for me. also, zoey deutch gives maybe the best “teen” performance i’ve seen in years (i said what i said) and dylan gelula is fucking hilarious (follow her on twitter)",True,0.0,0.817,0.183,0.9125
Ocean’s Eight,4.0,"so cookie-cutter for it’s genre but in the most enjoyable way. maybe it could have been better in some aspects, but i was having so much fun that it didn’t matter to me at all. this is what a really good popcorn movie looks like",True,0.0,0.643,0.357,0.9709
"Love, Simon",4.0,"JENNIFER GARNER ADOPT ME CHALLENGE 
also? i came out to my dad a few weeks ago, just wanted to thank you guys for all the support and love",True,0.0,0.624,0.376,0.9164
Sarah Silverman: A Speck of Dust,,“this is what a hand feels like to me”,True,0.0,0.551,0.449,0.6908
You Were Never Really Here,4.5,lynne ramsay is a god. and that’s all i have to say about that,True,0.0,0.861,0.139,0.2732
Revenge,4.5,"cameras $200
lighting $150
actor's salary $800
fake blood $3,600
editing $150
someone who is good at the economy please help me budget this. my movie is dying",True,0.089,0.686,0.226,0.5859
A Mighty Wind,3.5,"“can you have an actual three dimensional.. object... that represents the thing that it actually is, can that be next to something that it’s pretending to be?”",True,0.0,0.949,0.051,0.1027
Disobedience,,you guys are gonna HATE me for this one but i thought about it all day and... i’m not rating this yet. my first viewing wasn’t ideal because of my mood (in between two back to back concerts) and other factors... when i rewatch it alone in my bedroom at 3 in the morning with tears streaming down my face is when i’ll have peace & clarity about it,True,0.091,0.755,0.155,0.8092
Duck Butter,4.5,"“i’ve already started writing a song about us. - it’s about you and me falling in love for the first time. but, like, we have invented falling in love. you know? we invented it and then the rest just copy us. like doing covers of our falling in love”
time is fake and i’m so fucking sad",True,0.185,0.622,0.193,0.3905
God’s Own Country,4.0,honestly we’ve hit the point in film where the tenderness and longing and understanding expressed in almost any movie between lgbt characters is simply so much more profound than most straight romances in film history,True,0.026,0.72,0.254,0.8581
Duck Butter,4.5,"“we can do it. we can fucking skip time”
i started to get scared when the reviews for this began to trickle in, but i have to admit that i was completely captivated by it, and not in a sense that i think it’s profound or that i’m seeing something that people are missing, but the fucking honestly of it... not everyone is gonna enjoy that or be entertained by that, but it’s fascinating to me here: time compacted, emotions strained to the breaking point. years worth of interactions sped up and processed and cherished and discarded like rotten fruit. and most of all, the two extremely dedicated and sincere performances make this what it is, whatever that may be
this is a really peculiar movie, but it really worked for me. also, there’s something really satisfying about seeing two women, wrapped up in each other’s arms, screaming at the moon in the middle of the night",True,0.094,0.671,0.235,0.9849
Justice League,3.0,"'i take it back. i wanna die'
a perfect pair for suicide squad: when too many elements come into play, these movies seem to fall apart. i still stand by the opinion that bvs is actually Good (and misunderstood), and wonder woman stands as a solid film all on it's own, but these two just can't find the right tone and it results in a huge mess that's almost laughable. which is really a shame because they could have so easily been so much better with a little more care
and after all that shit talking, i still have so much fun with these characters and the angle that these movies are struggling to achieve, so i'm still giving them the benefit of the doubt. here's hoping",True,0.16,0.613,0.226,0.9075
Scott Pilgrim vs. the World,5.0,"brie larson: hello, again, friend of a friend, i knew, you whe-
me: https://youtu.be/b_lq5wORkYA",True,0.0,0.652,0.348,0.7506
Avengers: Infinity War,3.5,"when this ended my friend pulled out her phone, went to dial 911 and said “i’m calling the police”",True,0.0,0.849,0.151,0.4939
Avengers: Age of Ultron,2.0,not half bad when only given half of my attention,True,0.0,0.759,0.241,0.431
Captain America: The Winter Soldier,4.0,this is essentially a surprisingly decent spy thriller where steve rogers flirts with all his friends... love that,True,0.0,0.508,0.492,0.891
Isle of Dogs,3.0,"easily my least favorite wes anderson movie in the last decade, maybe he’s finally on the decline 
this is still cute enough and fun enough to enjoy, i love the symmetry and the snappiness and i still smiled a lot, but the story and it’s characters and it’s dialogue feel spaced out and disconnected (it probably has something to do with the fact that half or so of the entire cast speak words that aren’t translated, leaving a gap at it’s core. some people might enjoy that disconnect, but i personally don’t)  compared to the tightly wound and spring loaded films he’s put out in recent years, i can’t help but feel an emptiness here, like grasping for straws. that’s what i get for having high hopes maybe, but i’m glad some people are having fun with this",True,0.034,0.749,0.218,0.9826
Fat Girl,4.0,"'male fantasies, male fantasies, is everything run by male fantasies? up on a pedestal or down on your knees, it's all a male fantasy: that you're strong enough to take what they dish out, or else too weak to do anything about it. even pretending you aren't catering to male fantasies is a male fantasy: pretending you're unseen, pretending you have a life of your own, that you can wash your feet and comb your hair unconscious of the ever-present watcher peering through the keyhole, peering through the keyhole in your own head, if nowhere else. you are a woman with a man inside watching a woman. you are your own voyeur.'",True,0.025,0.911,0.064,0.3818
A Quiet Place,4.5,"when the credits rolled i almost flat out SCREAMED because i was so full of anxiety and the anxiety stuck around for another 30 minutes anyways. THIS is how you fucking innovate. pay attention: because lately more often than not, horror is being reinvented right in front of our eyes",True,0.165,0.687,0.147,0.2215
The Hours,4.0,when she said “i’m living in a town i have no wish to live in. i’m living a life i have no wish to live” WOW..... i felt that,True,0.129,0.742,0.129,0.254
Paint It Black,4.0,a startling vision and the role alia shawkat has deserved for the past decade,True,0.0,0.784,0.216,0.3182
Josie and the Pussycats,5.0,Josie and The Pussycats Is The Best Movie Ever,True,0.0,0.656,0.344,0.6369
Pacific Rim: Uprising,3.0,"maybe not a very good movie, but by the time one of the jaegers used their gigantic robotic hands to flip off a kaiju that had just been beaten to a pulp, i realized i was having too much fun in the moment to care",True,0.1,0.742,0.158,0.6415
Pacific Rim,4.5,still holds up as one of the most entertaining and well rounded sci-fi action movies of the past decade in my eyes. by the end of this rewatch i was transported back to 2013 when i saw this at the drive in at least twice that summer with my friends. so glad to see it’s aged well,True,0.0,0.781,0.219,0.9277
"Love, Simon",4.0,"already means so much to so many, i can’t even fathom all the people it’s going to positively comfort and help and impact for the better in the years to come. this is a special little moment in time to be apart of",True,0.0,0.728,0.272,0.9217
Unsane,4.0,"“sweet dreams”
“drop dead”
the best lifetime movie i’ve ever seen, but as a regular Motion Picture? it has it’s issues. i think i’m gonna leave it at that for now",True,0.04,0.881,0.079,0.3182
Vertigo,3.5,"what annoyed me more? the last act of this, or the toothache that’s been gnawing at me all day? the toothache wins, but just barely",True,0.065,0.836,0.099,0.2287
A Wrinkle in Time,2.0,"it means well. this has a pulsating heart, beating deep beneath miles of mess. i can feel it, the movie itself constantly reminds me it’s there, but sometimes that isn’t enough
the headlining actors make this a painless and sometimes joyful ride, and the child actors do bring charm to round out the cast, but the script is incredibly weak, and the plot is even weaker. and people claim that interstellar doesn’t make sense..... the visuals do heighten the experience, it’s clear that ava had a distinct eye for what she wanted, and she goes for it: the colors are saturated and welcoming, a lot of the camera movements are crisp and deliberate. if only they served a bigger purpose. in the end, they go to waste in this muddled wasteland of a movie
now that i have my opinion out of the way, let’s try this from a different angle: this is very obviously a family movie, a children’s movie. and while it would be ideal that all family movies have a certain universal quality to them (especially in the eyes of the filmmakers), not all of them land that mark. but that doesn’t mean it doesn’t have worth. especially in this case, directed by a black woman, starring a young black girl. this means something, you’re probably tired of reading that, but it does 
and even without addressing that specifically, this is still a vision from the right set of innocent eyes. i saw this tonight with my best friend since early childhood. we went through countless shared obsessions with movies as kids, and most of those movies were just awful. at one point while watching this, i compared it in my head to sharkboy and lavagirl, and not even negatively. because we liked that movie as kids, and many others like it. because as a child, different things matter. if it strikes a chord, you’re hooked. that all consuming dedication to a movie that your parents just chuckle at, but you couldn’t love more. my friend and i even agreed that if we’d seen this together 15 years ago, we would have fallen in love with it. and we loved and respected that. and the biggest thing i took away from this, is that it’s most definitely going to be one of those movies for many kids. they don’t have letterboxd accounts, they don’t know what reviews are or how to use the rating system, but they’re going to sit in front of their tvs and click play over and over and over again, letting themselves be immersed in that special kind of childhood magic that movies bring into your life. and that’s where this movie succeeds. it has nothing to do with me, or us. it’s bigger than that. no critic or rating could ever touch that",True,0.057,0.756,0.188,0.9975
The Square,3.5,"thought i would love this, but it has about 6 different movies crammed into 1 and didn’t do much for me. although, the two main elisabeth moss scenes are absolutely hilarious",True,0.0,0.815,0.185,0.7642
Mom and Dad,4.0,"'we wanna trust you, we really do... but you don't make it easy'
so much fucking fun. and probably as long as it needs to be, but i could really watch another hour of this. the ending is kind of abrupt, but honestly, it still works. i've seen complaints about the directing and pacing, and i can see the problem areas clearly myself, but the editing and score were pieced together so uniquely that i didn't really mind. even it's corniest moments are too much fun to truly cringe at. this could very well be a bad movie, but it's a brilliant one too, in it's own small way. please check this out if it interests you, it's a really entertaining way to spend 83 minutes, if you can handle it's flat out grotesque absurdity",True,0.085,0.681,0.234,0.9806
The Better Angels,3.0,indie darling brit marling... always barefoot in the woods or something.... love that,True,0.0,0.579,0.421,0.8402
L.A. Confidential,3.5,a really good walkthrough of l.a. noire,True,0.0,0.653,0.347,0.4927
Sing Street,3.0,i go to this monthly classic mystery movie thing and today when we walk in late they were playing this and i was like ok mood.... this isn’t old as hell but let’s Go. but then at the end the guy who runs it was like shitting on la la land and i was like oh Ow? thin ice........ anyways it’s grown on me,True,0.064,0.781,0.154,0.6757
His Favorite Person,,"“my rubber band just broke”
“are you gonna be ok?”
“it’s just a rubber band”
simplistic and so effective. this is hands down the most proud i’ve ever been of your work, jacob. this feels like something bigger than it’s parts. the writing is solid, the storytelling is your best yet. jacob ward gives a great performance, i’m still so impressed. i absolutely loved the score, and the coloring came out so gorgeous. everything comes together and it feels really special
caring about someone is such a risk, and yet we do it every day. to let someone know you, to almost give them a part of you just to get to know them. to care so much it hurts, it tears you up. to feel physically ill. that part of you was entrusted to someone else and now it’s being crushed into dust. it’s the kind of experience we almost all have throughout our lives, and it was cathartic for me to see it shown here
jacob, i know this was a personal one for you. but i just want you to know, it paid off: this is definitely the best film you’ve ever put together. everyone involved should be proud, it’s an accomplishment in my eyes. and thank you for involving me, it means a lot to me every time i can help you with your projects even in the slightest. and thank you for the title card. advising editor has a really nice ring to it, and you know it means a lot to me. i’m really proud of you and i can’t wait to come back to LA so we can waste a whole day driving around the city in your prius listening to lorde
if anyone would like to check out jacob’s gem, you can watch it here ✨",True,0.037,0.771,0.192,0.9947
Get Out,4.5,"best picture showcase: film #9
'don't waste your strength, don't try to fight it. you can't stop the inevitable'
completely phenomenal, and only getting better with age. a year ago i thought this was going to be an average horror movie, and now look at it go",True,0.106,0.669,0.226,0.7332
The Post,4.0,"best picture showcase: film #8
god..... i thought i would lose interest the second time around but this is just as entertaining. it makes perfect sense and keeps me involved the whole time. i really am in a theater yet again surrounded by the elderly, sitting on the edge of my seat like “Yes! print that paper Bitch!” maybe i’m one of them now...",True,0.024,0.733,0.243,0.9519
Darkest Hour,2.0,"best picture showcase: film #6
joe wright’s directing is strong, but my fatigue is stronger. i slept through at least 30 minutes of this",True,0.086,0.688,0.225,0.4678
Dunkirk,3.5,"best picture showcase: film #5
“all we did is survive”
i’ve been saying it since july: as a war movie, it’s a thing to behold. but as a christopher nolan movie, it just doesn’t do much for me. his previous 5 films are so highly regarded by me that the second this project was announced i knew i would be disappointed in some way. but expectations aside, this just did nothing for me today. i can see it’s worth for sure, but i’m tired and it’s point feels scattered and cloudy. it is gorgeous though",True,0.093,0.787,0.12,0.4497
The Shape of Water,4.5,"best picture showcase: film #4
LOVE how horrified people get when i hype up this movie about amelie from baltimore fuckin a fish man and the piss-hands-mustard-fingers man trying to hunt down his lost seafood. gotta love a good fairytale. cinderella never stood a chance",True,0.122,0.615,0.263,0.8932
Lady Bird,4.0,"best picture showcase: film #2
she’s grown on me. i apologize if i was too cynical about this before, i think i was just surprised at the universal acclaim because i figured this would be another indie that flew under the radar. i have a complicated relationship with this movie simply because i don’t relate to it and i wish i did. it makes me feel like i missed out on a lot of normal teenage stuff, which i definitely did and am painfully reminded of often enough already. and while i don’t think it’s the best movie, i do have fun watching it and i feel so much joy when i think of greta and her journey with it and all the people who love it. so i’m choosing to be positive. let’s add half a star back (for now)",True,0.048,0.747,0.205,0.979
Phantom Thread,4.0,"best picture showcase: film #1
so pretty that it’s almost insufferable. a part of me wanted to hate it (and a small part of me did) but the end won me over and the score is just too enchanting for me to ignore. you win this time pta........",True,0.089,0.667,0.245,0.8958
Early Man,3.0,claymation movies that are just ok are still better than anything illumination entertainment puts out,True,0.0,0.603,0.397,0.7845
Ex Machina,4.5,i fell in love with a sexy robot??? NOT clickbait,True,0.0,0.496,0.504,0.8458
Black Panther,4.0,the best valentine's day gift i've ever received,True,0.0,0.458,0.542,0.7964
The Shape of Water,4.5,i’m the girl sleeping during this awards season and the bottle is the shape of water waking me up,True,0.0,0.837,0.163,0.5423
Loving Vincent,4.5,i love and support these moving globs of paint,True,0.0,0.504,0.496,0.7845
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.5,"“i'm sorry too, dimitri. i’m very sorry. all right, you're sorrier than i am! but i am sorry as well. i am as sorry as you are dimitri, don't say that you're more sorry than i am because i'm capable of being just as sorry as you are! so we’re both sorry, alright?”",True,0.182,0.719,0.099,0.2738
The Cloverfield Paradox,3.0,the release is a game changer. the movie itself however... is not. that’s sad huh,True,0.0,0.846,0.154,0.3724
The Shape of Water,4.5,maybe the water.......... was shaped like love,True,0.0,0.427,0.573,0.7717
Polina,3.5,"some select scenes amplify the movie and bring it to a new level, with a pulsating score giving them life, but the spaces in between feel slightly hollow and uninteresting. polina herself feels distant from us and the story, even though she’s front and center, but maybe that was the point. a solid 3 stars but the ending earns a half because it was maybe the best part of the film",True,0.0,0.879,0.121,0.8555
Visions of Light,5.0,a 1992 documentary about cinematography is MY comfort movie? maybe so,True,0.0,0.8,0.2,0.3612
