name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt0368226,The Room,The Room,the room,Drama,"In San Francisco, an amiable banker's seemingly perfect life is turned upside down when his deceitful bride-to-be embarks on a passionate affair with his best friend.",,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt21056480,The Room,The Room,the room,"Drama, Mystery",,,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt2722782,The Room,The Room,the room,Horror,,,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt33409012,The Room,The Room,the room,,,,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt3408012,The Room,The Room,the room,"Action, Drama, Horror","A boy named David Matthew died in the year 2008 after being bullied. An All-American football player named Hancock, and his crew, bullied David because he was too skinny and didn't know how to play football, He wanted to learn how to play, but Hancock and his crew bullied on him. In their dorm, Hancock and his crew discussed a plan and they decided to be nice to David to trick him. Hancock told David that the other room had a big secret for him. David and Hancock went to that room and David saw the heavy lifting weight on the bed. They convinced him to try to lift it on his own, but David's arms were too weak and his humerus broken. The lifting weight stick dropped and fall fall to his thyroid cartilage and stuck can't push out, he tried to yell ""help"", but Hancock and his crew leave and Hancock lock the door - David choked and he die. . David became a ghost in the room, where he was killed there.",,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt0808450,The Room,The Room,the room,"Drama, Thriller","When a strange door appears in a troubled family's house, they will have to face their darkest secrets.",,,,
The Room,5,"webster's dictionary defines motion picture as a series of pictures projected on a screen in rapid succession with objects shown in successive positions slightly changed so as to produce the optical effect of a continuous picture in which the objects move. but what does it truly mean to create art through filmmaking? to show the beating heart of human emotion, and humanity itself?
this may be the closest we as a species will ever get to true artistic brilliance",TRUE,0,0.694,0.306,0.9865,the room,the room,tt8485364,The Room,The Room,the room,"Drama, Fantasy, Horror, Mystery, Thriller","Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But since Kate has had two miscarriages, what they long for the most is a child.",,,,
Paterson,4,some day i hope i can be this content and in love,TRUE,0,0.585,0.415,0.7964,paterson,paterson,tt5247022,Paterson,Paterson,paterson,"Comedy, Drama, Romance","A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",,,,
It’s Only the End of the World,3.5,"me, giving you a tour of my house that resides up xavier dolan's ass: hi mtv welcome to my crib",TRUE,0.135,0.656,0.208,0.2263,it s only the end of the world,,,,,,,,,,,
Captain Fantastic,3.5,"me: sees one tree and hears a bird chirp
me: this is just like in captain fantastic...",TRUE,0,0.711,0.289,0.7269,captain fantastic,captain fantastic,tt3553976,Captain Fantastic,Captain Fantastic,captain fantastic,"Comedy, Drama","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",,,,
The Wolf of Wall Street,4.5,can you believe that leo won his first oscar for grunting when THIS performance exists,TRUE,0,0.791,0.209,0.5719,the wolf of wall street,the wolf of wall street,tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,the wolf of wall street,"Biography, Comedy, Crime, Drama","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",,,,
The Wolf of Wall Street,4.5,can you believe that leo won his first oscar for grunting when THIS performance exists,TRUE,0,0.791,0.209,0.5719,the wolf of wall street,the wolf of wall street,tt0020596,The Wolf of Wall Street,The Wolf of Wall Street,the wolf of wall street,Drama,A ruthless stockbroker sells short in the copper business and ruins the life of his friends by ruining their finances.,,,,
Nocturama,4,"kind of like the mixed-up files of mrs basil e frankweiler, only they blew up half the city first",TRUE,0,0.878,0.122,0.3612,nocturama,nocturama,tt4795546,Nocturama,Nocturama,nocturama,"Drama, Thriller","Some young folks, tired of the society they're living in, plan a bomb attack over Paris before taking shelter for a night in a shopping center.",,,,
Amélie,5,the movie equivalent of being hugged,TRUE,0,0.649,0.351,0.4019,am lie,,,,,,,,,,,
Miss Sloane,4.5,"no exaggeration, this is one of the most impressive and overlooked mainstream films of 2016. and to me, truly, this IS jessica chastain's best performance to date. for the first time in what feels like years, she finally gets a role with enough room to stretch her legs and use every ounce of her skill, and it shows. i am so fucking blown away that i'm getting whiplash",TRUE,0.045,0.787,0.168,0.8917,miss sloane,miss sloane,tt4540710,Miss Sloane,Miss Sloane,miss sloane,Drama,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",,,,
American Honey,5,i have such an insatiable thirst and intense love for this movie,TRUE,0,0.645,0.355,0.6705,american honey,american honey,tt3721936,American Honey,American Honey,american honey,"Adventure, Drama, Romance","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt32605594,Christine,Christine,christine,Documentary,"Following 2.5 years of conversion therapy, an autistic trans woman tries to reclaim herself in the Bay Area.",,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt0056933,Christine,Christine,christine,"Comedy, Drama",Christine is a young farm worker in a small village in post-war Germany. Her attempts to improve her situation through further education are hampered by frequent pregnancies arising from ill-fated relationships.,,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt0085333,Christine,Christine,christine,"Horror, Thriller",A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.,,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt6853370,Christine,Christine,christine,Drama,,,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt14812060,Christine,Christine,christine,"Drama, Horror, Thriller",,,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt0051477,Christine,Christine,christine,"Comedy, Drama, Romance","Vienna in 1906: Frantz Lobheimer has just broken off the discrete love affair he was having with the baroness Eggersdorf, now that he's discovered true love with the young and tender Christine.",,,,
Christine,3,"kind of feels like a lifetime movie after seeing kate plays christine, if i'm being honest",TRUE,0,0.625,0.375,0.7783,christine,christine,tt4666726,Christine,Christine,christine,"Biography, Drama","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",,,,
With Every Heartbeat,5,blue is the warmest WHAT? imagine me and WHO? THIS is a masterpiece... when will you all realize,TRUE,0,0.691,0.309,0.7998,with every heartbeat,with every heartbeat,tt32893046,With Every Heartbeat,With Every Heartbeat,with every heartbeat,Romance,,,,,
With Every Heartbeat,5,blue is the warmest WHAT? imagine me and WHO? THIS is a masterpiece... when will you all realize,TRUE,0,0.691,0.309,0.7998,with every heartbeat,with every heartbeat,tt29568497,With Every Heartbeat,With Every Heartbeat,with every heartbeat,Romance,,,,,
The Lure,4,"the two mermaids: hissing and singing and chewing on human body parts
me with my camera out: you're doing amazing sweeties",TRUE,0,0.734,0.266,0.7845,the lure,the lure,tt5156940,The Lure,The Lure,the lure,Documentary,"An eccentric millionaire hides $3 million of gold somewhere in the Rocky Mountains, luring thousands out on a wild treasure hunt in search of riches and redemption.",,,,
The Lure,4,"the two mermaids: hissing and singing and chewing on human body parts
me with my camera out: you're doing amazing sweeties",TRUE,0,0.734,0.266,0.7845,the lure,the lure,tt0004275,The Lure,The Lure,the lure,Drama,"Charlotte Baker is drugged and taken to a brothel by Paul, her fiance, who in reality is a pimp. To find her, Charlotte's family contacts the celebrated detective Bob Macauley whose sweetheart Sylvia is a struggling salesgirl and the sole support of her ailing mother. When she is turned down for promotion by her boss, Sylvia applies for a position with a kindly woman who has offered her help. To her horror, Sylvia soon discovers that the woman is a madame and has lured her to the same house of ill repute in which Charlotte is being held captive. Meanwhile, searching for Charlotte, Bob visits the brothel disguised as a gasman and discovers that Sylvia is a resident. Thinking that she is there willingly, Bob upbraids her, but upon discovering the truth he rescues her as well as Charlotte and delivers Paul to the authorities.",,,,
The Lure,4,"the two mermaids: hissing and singing and chewing on human body parts
me with my camera out: you're doing amazing sweeties",TRUE,0,0.734,0.266,0.7845,the lure,the lure,tt0134801,The Lure,The Lure,the lure,"Crime, Drama, Romance, Thriller",,,,,
Cameraperson,5,this is genuinely one of the most interesting and engulfing films i've ever seen,TRUE,0,0.813,0.187,0.4576,cameraperson,cameraperson,tt5375040,Cameraperson,Cameraperson,cameraperson,"Documentary, Biography, History, News, War","Exposing her role behind the camera, Kirsten Johnson reaches into the vast trove of footage she has shot over decades around the world. What emerges is a visually bold memoir and a revelatory interrogation of the power of the camera.",,,,
Death Proof,5,the most iconic and satisfying ending in motion picture history,TRUE,0,0.734,0.266,0.5046,death proof,death proof,tt1028528,Death Proof,Death Proof,death proof,"Drama, Thriller","Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.",,,,
Whiplash,5,when potato boy punch the drum 😩👌,TRUE,0.138,0.46,0.403,0.6166,whiplash,whiplash,tt2582802,Whiplash,Whiplash,whiplash,"Drama, Music",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,,,,
Whiplash,5,when potato boy punch the drum 😩👌,TRUE,0.138,0.46,0.403,0.6166,whiplash,whiplash,tt21437784,Whiplash,Whiplash,whiplash,Documentary,"""Whiplash"" follows the band ""Snidely Whiplash"" through the Boston club scene of the 1990's.",,,,
Whiplash,5,when potato boy punch the drum 😩👌,TRUE,0.138,0.46,0.403,0.6166,whiplash,whiplash,tt0040963,Whiplash,Whiplash,whiplash,"Drama, Film-Noir, Sport",A struggling artist becomes a New York City prizefighter in an attempt to win the affection of the ring promoter's night club singing sister.,,,,
Whiplash,5,when potato boy punch the drum 😩👌,TRUE,0.138,0.46,0.403,0.6166,whiplash,whiplash,tt0306230,Whiplash,Whiplash,whiplash,"Comedy, Drama","An idealistic, law school graduate goes to work for a TV advertising ambulance chaser and discovers that his ""real"" legal education has just begun.",,,,
La La Land,5,"the ending of this movie sparked a strong and completely new emotional reaction in me, a mix of crying while dancing: cry-dancing, sometimes referred to as 'crancing'?, also known simply and elegantly as 'dying' (source: me i guess)",TRUE,0.069,0.753,0.179,0.6096,la la land,la la land,tt3783958,La La Land,La La Land,la la land,"Comedy, Drama, Music, Musical, Romance","When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",,,,
La La Land,5,"the ending of this movie sparked a strong and completely new emotional reaction in me, a mix of crying while dancing: cry-dancing, sometimes referred to as 'crancing'?, also known simply and elegantly as 'dying' (source: me i guess)",TRUE,0.069,0.753,0.179,0.6096,la la land,la la land,tt4000424,La La Land,La La Land,la la land,"Drama, Romance",,,,,
La La Land,5,"the ending of this movie sparked a strong and completely new emotional reaction in me, a mix of crying while dancing: cry-dancing, sometimes referred to as 'crancing'?, also known simply and elegantly as 'dying' (source: me i guess)",TRUE,0.069,0.753,0.179,0.6096,la la land,la la land,tt5764046,La La Land,La La Land,la la land,"Documentary, Comedy, Drama","LaLa Land is a film about being an artist, actor, model, writer, musician or any other creative type, and all that comes with this dream; the price of making it and becoming famous in Hollywood. The interviews covers a variety of subjects from what is like to be living in this unusual city, to talent, luck, faith, poverty, passion, hopelessness, depression, beauty, obsession, success, love, despair.",,,,
Toni Erdmann,2.5,i mean... this sure was... i guess,TRUE,0,0.696,0.304,0.3869,toni erdmann,toni erdmann,tt4048272,Toni Erdmann,Toni Erdmann,toni erdmann,"Comedy, Drama",A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,,,,
Toni Erdmann,2.5,i mean... this sure was... i guess,TRUE,0,0.696,0.304,0.3869,toni erdmann,toni erdmann,tt6513872,Toni Erdmann,Toni Erdmann,toni erdmann,"Comedy, Drama",A remake of German film Toni Erdmann (2016) about a dad who creates an alter ego for himself in an effort to connect with his polar-opposite daughter.,,,,
American Honey,5,i'm completely convinced that this is one of the most beautiful films ever made. i'll be living vicariously through the characters in this movie for the rest of my life,TRUE,0,0.796,0.204,0.8012,american honey,american honey,tt3721936,American Honey,American Honey,american honey,"Adventure, Drama, Romance","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",,,,
The Polar Express,3.5,snowpiercer: the animated children's christmas special,TRUE,0,0.649,0.351,0.4019,the polar express,the polar express,tt0338348,The Polar Express,The Polar Express,the polar express,"Animation, Adventure, Family, Fantasy, Musical","On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",,,,
Unaccompanied Minors,3,"paul feig is a comedy legend, this movie included, so jot that down",TRUE,0,0.828,0.172,0.3612,unaccompanied minors,unaccompanied minors,tt0488658,Unaccompanied Minors,Unaccompanied Minors,unaccompanied minors,"Adventure, Comedy, Family, Romance",A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.,,,,
Carol,5,"my tear ducts: please don't...
me: Carol Time
my tear ducts: oh my god",TRUE,0,0.732,0.268,0.5267,carol,carol,tt2402927,Carol,Carol,carol,"Drama, Romance",An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,,,,
Carol,5,"my tear ducts: please don't...
me: Carol Time
my tear ducts: oh my god",TRUE,0,0.732,0.268,0.5267,carol,carol,tt0768105,Carol,Carol,carol,Documentary,Identity and integrity are discussed in connection with a tour of Japanese rock band 'Carol'.,,,,
Carol,5,"my tear ducts: please don't...
me: Carol Time
my tear ducts: oh my god",TRUE,0,0.732,0.268,0.5267,carol,carol,tt23733776,Carol,Carol,carol,"Drama, Family, Fantasy, Musical","Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption.",,,,
American Honey,5,watching this movie is like being completely submerged underwater and then learning how to breathe. i never wanna come back up,TRUE,0,0.889,0.111,0.3612,american honey,american honey,tt3721936,American Honey,American Honey,american honey,"Adventure, Drama, Romance","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",,,,
Miss Sloane,4.5,"i was so blown away by this movie that my body kept flying further back into the theater as the film progressed, much like a human feather, until i smacked up against the projector at full force and had to be surgically removed",TRUE,0,0.944,0.056,0.3612,miss sloane,miss sloane,tt4540710,Miss Sloane,Miss Sloane,miss sloane,Drama,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",,,,
Always Shine,3.5,"a list of some of the scariest concepts known to human kind:
1. space
2. the ocean
3. female friendships gone wrong",TRUE,0.11,0.676,0.214,0.4404,always shine,always shine,tt4392770,Always Shine,Always Shine,always shine,"Drama, Horror, Mystery, Thriller",Two women with differing degrees of success travel north from Los Angeles to Big Sur for a weekend vacation. Both see the trip as an opportunity to reconnect after years of competition and jealousy have driven a wedge between them.,,,,
Snowpiercer,5,i watched this while riding two different trains so i guess you could say i created a 3D Interactive Snowpiercer Experience,TRUE,0,0.909,0.091,0.25,snowpiercer,snowpiercer,tt1706620,Snowpiercer,Snowpiercer,snowpiercer,"Action, Sci-Fi, Thriller","In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.",,,,
Nocturnal Animals,3.5,amy adams: and i feel like this year is really about... like the year of just realizing stuff,TRUE,0,0.752,0.248,0.6461,nocturnal animals,nocturnal animals,tt4550098,Nocturnal Animals,Nocturnal Animals,nocturnal animals,"Drama, Thriller","A wealthy art gallery owner is haunted by her ex-husband's novel, her memories of their relationship, and her regrets about her life.",,,,
Manchester by the Sea,4.5,i love michelle williams and her apple care wig,TRUE,0,0.486,0.514,0.8126,manchester by the sea,manchester by the sea,tt4034228,Manchester by the Sea,Manchester by the Sea,manchester by the sea,Drama,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,,,,
Miss You Already,3.5,i've never met her but i trust drew barrymore with my life and i always have,TRUE,0,0.771,0.229,0.6652,miss you already,miss you already,tt2245003,Miss You Already,Miss You Already,miss you already,"Comedy, Drama, Romance",The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,,,,
Trick ’r Treat,5,fun fact: halloween didn't exist until this movie came out,TRUE,0,0.732,0.268,0.5106,trick r treat,trick r treat,tt0862856,Trick 'r Treat,Trick 'r Treat,trick r treat,"Comedy, Horror","Five Halloween stories: A principal has a secret life, a virgin is looking for her first time, a group of kids pull a prank, a woman who loathes Halloween does not respect the rules and a mean old man meets a demonic trick-or-treater.",,,,
It Follows,5,THE CINNAMON TOGRAPHY 👌😩,TRUE,0.172,0.327,0.501,0.6166,it follows,it follows,tt3235888,It Follows,It Follows,it follows,"Horror, Mystery, Thriller",A young woman is followed by an unknown supernatural force after a sexual encounter.,,,,
Let the Right One In,5,cool how this is one of the best love stories ever shown on film,TRUE,0,0.507,0.493,0.8934,let the right one in,,,,,,,,,,,
Donnie Darko,5,i just missed it but happy anniversary to when donnie saved us all,TRUE,0.079,0.491,0.43,0.8462,donnie darko,donnie darko,tt0246578,Donnie Darko,Donnie Darko,donnie darko,"Drama, Mystery, Sci-Fi, Thriller","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",,,,
Halloweentown,4,"someone: mentions the movie Halloween (1978)
me: slap a Town on the end of that and you've got my attention",TRUE,0,0.922,0.078,0.1531,halloweentown,,,,,,,,,,,
Saw 3D,2.5,"overall this movie is absolutely horrible and definitely the worst one of the series, but at the same time i still have no fucking idea what to rate it because the ending is fucking LEGENDARY AND I LOVE THIS NASTY FRANCHISE SO MUCH THAT I ORIGINALLY SAW THIS AT MIDNIGHT WHEN I WAS 16 AND EVEN GOT A FREE SAW T SHIRT SO GOODBYE",TRUE,0.174,0.66,0.167,0.1116,saw 3d,saw 3d,tt1477076,Saw 3D,Saw 3D,saw 3d,"Crime, Horror, Mystery","As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",,,,
Saw VI,4.5,👌👀👌👀👌👀👌👀👌👀 good saw go౦ԁ sAw👌 thats ✔ some good👌👌saw right👌👌th 👌 ere👌👌👌 right✔there ✔✔if i do ƽaү so my selｆ 💯 i say so 💯 thats what im talking about right there right there (chorus: ʳᶦᵍʰᵗ ᵗʰᵉʳᵉ) mMMMMᎷМ💯 👌👌 👌НO0ОଠＯOOＯOОଠଠOoooᵒᵒᵒᵒᵒᵒᵒᵒᵒ👌 👌👌 👌 💯 👌 👀 👀 👀 👌👌Good saw,TRUE,0,0.31,0.69,0.9992,saw vi,saw vi,tt1233227,Saw VI,Saw VI,saw vi,"Horror, Mystery, Thriller","Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by Jigsaw.",,,,
Saw V,4.5,I SURE DO LOVE ME SOME SAW,TRUE,0,0.435,0.565,0.7579,saw v,saw v,tt1132626,Saw V,Saw V,saw v,"Horror, Thriller","Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",,,,
Saw IV,3,"me rewatching some of the saw movies: why do i love these so much again?
me rewatching the saw movie endings: OH RIGHT",TRUE,0,0.84,0.16,0.6369,saw iv,saw iv,tt0890870,Saw IV,Saw IV,saw iv,"Horror, Mystery, Thriller","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",,,,
Saw,5,every time hello zepp starts playing a part of my soul leaves my body and floats above me for a few minutes in suspended silence until the credits start rolling,TRUE,0.09,0.785,0.125,0.0516,saw,saw,tt0387564,Saw,Saw,saw,"Horror, Mystery, Thriller","Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other, escape or face the consequences. These two are the latest contestants in Jigsaw's games.",,,,
La La Land,5,"this single handedly reinvented musicals, singing, dancing, cinematography, comedy, seasons of the year, the piano, every color on the entire color spectrum, romance, jazz and pure joy
also: 1. in the middle of the ending the projector messed up and so they played it back and i got to cry over that spectacular ending twice in a row, and 2. i met damien chazelle!",TRUE,0.072,0.759,0.169,0.8111,la la land,la la land,tt3783958,La La Land,La La Land,la la land,"Comedy, Drama, Music, Musical, Romance","When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",,,,
La La Land,5,"this single handedly reinvented musicals, singing, dancing, cinematography, comedy, seasons of the year, the piano, every color on the entire color spectrum, romance, jazz and pure joy
also: 1. in the middle of the ending the projector messed up and so they played it back and i got to cry over that spectacular ending twice in a row, and 2. i met damien chazelle!",TRUE,0.072,0.759,0.169,0.8111,la la land,la la land,tt4000424,La La Land,La La Land,la la land,"Drama, Romance",,,,,
La La Land,5,"this single handedly reinvented musicals, singing, dancing, cinematography, comedy, seasons of the year, the piano, every color on the entire color spectrum, romance, jazz and pure joy
also: 1. in the middle of the ending the projector messed up and so they played it back and i got to cry over that spectacular ending twice in a row, and 2. i met damien chazelle!",TRUE,0.072,0.759,0.169,0.8111,la la land,la la land,tt5764046,La La Land,La La Land,la la land,"Documentary, Comedy, Drama","LaLa Land is a film about being an artist, actor, model, writer, musician or any other creative type, and all that comes with this dream; the price of making it and becoming famous in Hollywood. The interviews covers a variety of subjects from what is like to be living in this unusual city, to talent, luck, faith, poverty, passion, hopelessness, depression, beauty, obsession, success, love, despair.",,,,
American Honey,5,WE DON'T DESERVE MOVIES THIS GOOD,TRUE,0,0.597,0.403,0.5228,american honey,american honey,tt3721936,American Honey,American Honey,american honey,"Adventure, Drama, Romance","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",,,,
Los Angeles Plays Itself,2,actually i played myself by watching this whole thing,TRUE,0,0.769,0.231,0.34,los angeles plays itself,los angeles plays itself,tt0379357,Los Angeles Plays Itself,Los Angeles Plays Itself,los angeles plays itself,"Documentary, History",A documentary on how Los Angeles has been used and depicted in the movies.,,,,
The Girl on the Train,4,emily blunt metaphorically smacked me across the face with an ARRICAM lite and by the time the credits were rolling i had to be scraped off the movie theater carpet with a large spatula,TRUE,0,0.93,0.07,0.3612,the girl on the train,the girl on the train,tt9602896,The Girl on the Train,The Girl on the Train,the girl on the train,Thriller,"Within the blink of an eye, Danny's life of complacency is left behind for a world in which the line between fiction and fantasy is blurred - a world of intrigue, danger, and the possibility of blood.",,,,
The Girl on the Train,4,emily blunt metaphorically smacked me across the face with an ARRICAM lite and by the time the credits were rolling i had to be scraped off the movie theater carpet with a large spatula,TRUE,0,0.93,0.07,0.3612,the girl on the train,the girl on the train,tt8907992,The Girl on the Train,The Girl on the Train,the girl on the train,"Crime, Drama, Mystery, Thriller","The story follows a recent divorcee who spends her daily commute fantasizing about a seemingly perfect couple who live in a house that her train passes daily, but something shocking happens there one day.",,,,
The Girl on the Train,4,emily blunt metaphorically smacked me across the face with an ARRICAM lite and by the time the credits were rolling i had to be scraped off the movie theater carpet with a large spatula,TRUE,0,0.93,0.07,0.3612,the girl on the train,the girl on the train,tt3631112,The Girl on the Train,The Girl on the Train,the girl on the train,"Crime, Drama, Mystery, Thriller",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,,,,
The Girl on the Train,4,emily blunt metaphorically smacked me across the face with an ARRICAM lite and by the time the credits were rolling i had to be scraped off the movie theater carpet with a large spatula,TRUE,0,0.93,0.07,0.3612,the girl on the train,the girl on the train,tt2387589,The Girl on the Train,The Girl on the Train,the girl on the train,"Drama, Mystery, Thriller",A chance encounter with a mysterious young woman leads a documentary filmmaker down a very different road than he intended as he works on his latest project.,,,,
The Girl on the Train,4,emily blunt metaphorically smacked me across the face with an ARRICAM lite and by the time the credits were rolling i had to be scraped off the movie theater carpet with a large spatula,TRUE,0,0.93,0.07,0.3612,the girl on the train,the girl on the train,tt9799088,The Girl on the Train,The Girl on the Train,the girl on the train,"Horror, Mystery, Thriller",,,,,
It Follows,5,i have not stopped thinking about this movie for a single second since i first saw it 547 days ago,TRUE,0,0.919,0.081,0.1695,it follows,it follows,tt3235888,It Follows,It Follows,it follows,"Horror, Mystery, Thriller",A young woman is followed by an unknown supernatural force after a sexual encounter.,,,,
Miss Peregrine’s Home for Peculiar Children,4,i'm gonna adopt all of those peculiar children!!! they're my kids now,TRUE,0,0.705,0.295,0.4898,miss peregrine s home for peculiar children,miss peregrine s home for peculiar children,tt1935859,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,miss peregrine s home for peculiar children,"Adventure, Drama, Family, Fantasy, Thriller","When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",,,,
Gone Girl,5,"rosamund pike: hello! it's nice to meet you! my name is rosam-
me: -WILL YOU SIGN MY BOXCUTTER",TRUE,0,0.834,0.166,0.5242,gone girl,gone girl,tt2267998,Gone Girl,Gone Girl,gone girl,"Drama, Mystery, Thriller",The husband of a missing woman becomes the chief suspect in her disappearance.,,,,
